software mouseReMoCo;version 1.3.0;isWithLSL false;screenWidth 1902;screenHeight 973;centerX 951;centerY 486;autoStart 3600;cycleMaxNumber 6;cycleDuration 20;borderColor java.awt.Color[r=255,g=255,b=255];textColor java.awt.Color[r=255,g=255,b=255];backgroundColor java.awt.Color[r=0,g=0,b=0];cursorColorRecord java.awt.Color[r=255,g=0,b=0];cursorColorWait java.awt.Color[r=255,g=255,b=0];task circular;cornerX 545;cornerY 80;externalRadius 406;internalRadius 326;borderRadius 1;cursorRadius 16;indexOfDifficulty 48.86179212285402;taskRadius 365.5;taskTolerance 47
2025-12-02 00:02:30.891 +0100

timestamp,mouseX,mouseY,mouseInTarget
1764630159906,1031,125,1
1764630159920,1037,128,1
1764630159920,1044,130,1
1764630159935,1055,132,1
1764630159935,1066,136,1
1764630159935,1073,139,1
1764630159955,1079,141,1
1764630159955,1086,143,1
1764630159967,1092,146,1
1764630159967,1096,147,1
1764630159983,1101,150,1
1764630159983,1105,152,1
1764630159999,1113,155,1
1764630160005,1120,158,1
1764630160005,1126,162,1
1764630160018,1134,165,1
1764630160018,1140,168,1
1764630160031,1147,172,1
1764630160031,1152,175,1
1764630160047,1155,177,1
1764630160047,1159,179,1
1764630160090,1176,191,1
1764630160097,1179,193,1
1764630160097,1182,196,1
1764630160111,1184,197,1
1764630160114,1187,200,1
1764630160126,1189,201,1
1764630160126,1193,204,1
1764630160126,1196,208,1
1764630160145,1200,213,1
1764630160145,1205,219,1
1764630160158,1212,229,1
1764630160158,1220,239,1
1764630160175,1225,249,1
1764630160175,1231,260,1
1764630160189,1237,268,1
1764630160189,1241,277,1
1764630160189,1247,286,1
1764630160210,1250,293,1
1764630160210,1253,299,1
1764630160224,1256,305,1
1764630160224,1258,312,1
1764630160237,1260,316,1
1764630160237,1263,324,1
1764630160253,1264,330,1
1764630160256,1266,338,1
1764630160268,1267,343,1
1764630160268,1269,358,1
1764630160281,1272,371,0
1764630160288,1276,388,0
1764630160288,1280,407,0
1764630160300,1286,429,0
1764630160300,1288,440,0
1764630160318,1291,450,0
1764630160322,1293,459,1
1764630160332,1298,471,1
1764630160332,1300,481,1
1764630160332,1302,488,1
1764630160351,1304,497,1
1764630160351,1304,503,1
1764630160367,1306,510,1
1764630160367,1306,518,1
1764630160379,1306,526,1
1764630160379,1306,531,1
1764630160395,1306,538,1
1764630160395,1305,547,1
1764630160395,1303,556,1
1764630160411,1300,564,1
1764630160411,1299,569,1
1764630160427,1297,572,1
1764630160427,1296,575,1
1764630160443,1296,577,1
1764630160443,1295,579,1
1764630160738,1292,591,1
1764630160738,1286,607,1
1764630160758,1281,618,1
1764630160763,1279,624,1
1764630160770,1276,630,1
1764630160770,1273,633,1
1764630160785,1271,637,1
1764630160785,1269,640,1
1764630160797,1265,644,1
1764630160801,1263,646,1
1764630160801,1260,648,1
1764630160817,1260,650,1
1764630160817,1255,653,1
1764630160833,1254,655,1
1764630160833,1252,657,1
1764630160849,1249,658,1
1764630160849,1248,661,1
1764630160849,1247,662,1
1764630160865,1243,664,0
1764630160865,1241,667,0
1764630160883,1237,669,0
1764630160883,1234,671,0
1764630160896,1230,675,0
1764630160896,1227,678,0
1764630160912,1225,680,0
1764630160912,1221,682,0
1764630160912,1218,685,0
1764630160928,1213,688,0
1764630160928,1211,690,0
1764630160944,1208,691,0
1764630160944,1203,694,0
1764630160960,1200,696,0
1764630160960,1196,698,0
1764630160976,1194,700,0
1764630160976,1189,701,0
1764630160976,1184,704,0
1764630160994,1179,706,0
1764630160994,1173,709,0
1764630161008,1166,712,0
1764630161008,1159,714,0
1764630161025,1153,717,0
1764630161025,1149,720,0
1764630161041,1145,721,0
1764630161041,1140,724,0
1764630161041,1137,726,0
1764630161061,1134,728,0
1764630161063,1131,730,0
1764630161104,1113,744,0
1764630161104,1110,747,0
1764630161104,1106,749,0
1764630161120,1104,751,0
1764630161120,1102,753,0
1764630161135,1098,756,0
1764630161135,1096,758,0
1764630161153,1094,760,0
1764630161153,1089,763,0
1764630161167,1087,765,0
1764630161167,1082,768,0
1764630161180,1076,772,0
1764630161186,1071,775,0
1764630161186,1067,778,0
1764630161198,1062,782,0
1764630161198,1057,784,0
1764630161215,1055,786,0
1764630161217,1052,788,0
1764630161232,1048,790,0
1764630161232,1045,792,0
1764630161232,1043,793,0
1764630161250,1039,795,0
1764630161250,1038,796,0
1764630161263,1036,797,0
1764630161263,1033,799,0
1764630161277,1029,801,0
1764630161277,1027,803,0
1764630161293,1025,804,0
1764630161293,1021,806,0
1764630161309,1017,809,0
1764630161309,1015,810,0
1764630161309,1012,811,0
1764630161327,1008,813,0
1764630161327,1005,815,0
1764630161340,1002,816,0
1764630161340,997,818,0
1764630161356,993,819,0
1764630161356,990,820,0
1764630161372,984,822,0
1764630161378,977,823,0
1764630161378,970,824,0
1764630161388,966,825,0
1764630161388,961,826,0
1764630161403,955,826,0
1764630161403,950,827,0
1764630161420,942,828,1
1764630161420,936,829,1
1764630161436,926,831,1
1764630161441,920,831,1
1764630161441,912,832,1
1764630161451,906,833,1
1764630161451,902,833,1
1764630161469,898,833,1
1764630161469,893,833,1
1764630161483,887,832,1
1764630161483,884,832,1
1764630161499,881,831,1
1764630161499,878,830,1
1764630161499,876,830,1
1764630161515,873,829,1
1764630161515,870,828,1
1764630161533,867,827,1
1764630161533,864,827,1
1764630161549,862,825,1
1764630161554,860,825,1
1764630161563,858,824,1
1764630161569,856,824,1
1764630161569,854,823,1
1764630161578,852,822,1
1764630161578,850,822,1
1764630161594,848,821,1
1764630161594,846,821,1
1764630161610,844,820,1
1764630161610,840,819,1
1764630161626,839,818,1
1764630161629,835,817,1
1764630161629,831,816,1
1764630161642,826,813,1
1764630161642,822,811,1
1764630161657,818,809,1
1764630161657,816,807,1
1764630161676,812,805,1
1764630161676,806,802,1
1764630161689,804,800,1
1764630161696,799,797,1
1764630161705,796,795,1
1764630161705,792,793,1
1764630161705,786,789,1
1764630161724,783,786,1
1764630161724,779,783,1
1764630161737,776,781,1
1764630161737,773,778,0
1764630161753,769,775,0
1764630161753,764,772,0
1764630161753,759,768,0
1764630161769,757,765,0
1764630161769,752,762,0
1764630161788,750,758,0
1764630161794,746,755,0
1764630161801,740,748,0
1764630161801,735,742,0
1764630161817,731,737,0
1764630161817,727,733,0
1764630161817,722,724,0
1764630161833,716,714,0
1764630161833,712,707,0
1764630161852,708,701,0
1764630161852,704,691,0
1764630161865,699,681,0
1764630161865,698,676,0
1764630161880,696,670,0
1764630161880,694,664,0
1764630161896,692,657,0
1764630161896,690,651,0
1764630161896,688,646,0
1764630161912,686,637,0
1764630161912,685,632,0
1764630161928,683,625,0
1764630161928,681,615,0
1764630161943,680,609,0
1764630161943,678,604,0
1764630161959,675,594,0
1764630161959,671,582,0
1764630161959,668,572,0
1764630162440,665,569,0
1764630162447,663,565,0
1764630162463,660,562,0
1764630162464,657,557,0
1764630162472,655,552,0
1764630162480,652,549,0
1764630162480,651,547,0
1764630162496,650,544,0
1764630162496,648,541,0
1764630162512,647,538,0
1764630162512,646,535,0
1764630162526,643,531,0
1764630162529,641,526,0
1764630162529,637,517,0
1764630162545,633,509,0
1764630162545,629,500,0
1764630162559,624,492,0
1764630162562,619,481,0
1764630162575,616,473,0
1764630162575,613,466,0
1764630162575,610,460,0
1764630162593,608,456,1
1764630162593,605,451,1
1764630162607,603,448,1
1764630162607,602,446,1
1764630162625,601,444,1
1764630162628,601,443,1
1764630162638,599,441,1
1764630162645,598,439,1
1764630162654,598,438,1
1764630162659,597,437,1
1764630162659,596,435,1
1764630162670,596,434,1
1764630162952,606,416,1
1764630162956,621,389,1
1764630162966,633,365,0
1764630162966,642,343,0
1764630162983,651,322,0
1764630162983,658,303,1
1764630162998,665,283,1
1764630162998,674,263,1
1764630163014,681,243,1
1764630163020,690,220,1
1764630163030,698,200,1
1764630163030,707,180,0
1764630163046,714,163,0
1764630163046,717,152,0
1764630163061,720,145,0
1764630163061,722,140,0
1764630163099,727,132,0
1764630163109,728,132,0
1764630163434,740,132,0
1764630163434,755,130,0
1764630163446,763,129,0
1764630163450,771,128,0
1764630163450,779,126,0
1764630163466,785,125,0
1764630163466,791,123,0
1764630163482,797,123,0
1764630163482,804,121,0
1764630163498,810,120,0
1764630163498,813,120,0
1764630163514,819,120,0
1764630163514,822,119,0
1764630163514,827,118,1
1764630163529,834,117,1
1764630163529,842,116,1
1764630163545,850,116,1
1764630163545,857,115,1
1764630163561,861,115,1
1764630163561,865,115,1
1764630163577,870,115,1
1764630163577,877,115,1
1764630163577,883,115,1
1764630163593,891,115,1
1764630163593,896,115,1
1764630163609,903,115,1
1764630163609,910,115,1
1764630163625,915,115,1
1764630163625,923,115,1
1764630163641,928,115,1
1764630163641,936,115,1
1764630163641,944,115,1
1764630163657,951,116,1
1764630163657,958,116,1
1764630163674,965,116,1
1764630163677,972,117,1
1764630163690,980,118,1
1764630163690,988,118,1
1764630163704,999,120,1
1764630163704,1009,121,1
1764630163704,1018,123,1
1764630163720,1027,125,1
1764630163720,1037,130,1
1764630163738,1045,132,1
1764630163744,1051,134,1
1764630163753,1057,138,1
1764630163753,1062,139,1
1764630163768,1068,142,1
1764630163768,1070,144,1
1764630163768,1072,145,1
1764630163787,1073,146,1
1764630163787,1075,146,1
1764630163800,1075,147,1
1764630163800,1076,147,1
1764630164119,1119,191,0
1764630164126,1124,195,0
1764630164126,1128,201,0
1764630164143,1131,206,0
1764630164143,1135,212,0
1764630164152,1139,218,0
1764630164152,1145,225,0
1764630164168,1148,231,0
1764630164177,1152,237,0
1764630164184,1157,245,0
1764630164184,1161,251,0
1764630164200,1165,254,0
1764630164200,1169,259,0
1764630164216,1173,264,0
1764630164216,1176,266,0
1764630164231,1178,270,0
1764630164231,1182,273,0
1764630164251,1184,276,0
1764630164251,1188,279,0
1764630164263,1191,283,0
1764630164279,1195,288,0
1764630164279,1200,294,0
1764630164295,1204,298,0
1764630164295,1207,301,0
1764630164311,1209,304,0
1764630164316,1213,308,0
1764630164316,1216,314,0
1764630164327,1220,319,0
1764630164327,1224,325,0
1764630164342,1228,331,0
1764630164342,1233,338,0
1764630164361,1237,344,0
1764630164361,1240,350,0
1764630164374,1244,356,0
1764630164374,1248,361,0
1764630164374,1252,367,0
1764630164393,1256,372,0
1764630164393,1262,379,0
1764630164407,1265,384,0
1764630164410,1267,387,0
1764630164422,1271,393,0
1764630164422,1274,398,0
1764630164438,1277,403,0
1764630164443,1280,406,0
1764630164443,1282,408,0
1764630164456,1285,414,0
1764630164456,1288,419,1
1764630164470,1290,422,1
1764630164470,1292,428,1
1764630164485,1295,433,1
1764630164493,1297,439,1
1764630164501,1299,444,1
1764630164506,1302,449,1
1764630164510,1303,457,1
1764630164517,1306,466,1
1764630164527,1307,474,1
1764630164533,1308,481,1
1764630164533,1310,485,1
1764630164549,1311,493,1
1764630164558,1312,504,1
1764630164565,1312,513,1
1764630164570,1312,523,1
1764630164577,1313,528,1
1764630164585,1313,536,1
1764630164585,1313,546,1
1764630164596,1313,552,1
1764630164596,1313,558,1
1764630164615,1313,562,1
1764630164615,1313,566,1
1764630164628,1311,571,1
1764630164630,1309,574,1
1764630164644,1309,577,1
1764630164649,1307,581,1
1764630164649,1305,582,1
1764630164661,1303,585,1
1764630164661,1301,588,1
1764630164676,1300,589,1
1764630164676,1297,592,1
1764630164692,1295,595,1
1764630164699,1294,597,1
1764630164699,1292,598,1
1764630164712,1291,601,1
1764630164712,1288,603,1
1764630164726,1287,604,1
1764630164726,1286,606,1
1764630164740,1285,607,1
1764630164740,1284,608,1
1764630165004,1283,611,1
1764630165010,1279,617,1
1764630165018,1276,624,1
1764630165018,1272,629,1
1764630165028,1267,637,1
1764630165034,1263,644,1
1764630165034,1257,650,1
1764630165051,1254,655,1
1764630165059,1249,661,1
1764630165069,1246,664,1
1764630165069,1241,669,1
1764630165082,1237,675,1
1764630165082,1233,680,1
1764630165082,1231,682,0
1764630165125,1211,700,0
1764630165129,1205,704,0
1764630165129,1202,708,0
1764630165145,1197,711,0
1764630165145,1190,717,0
1764630165160,1186,719,0
1764630165161,1181,722,0
1764630165161,1173,727,0
1764630165177,1164,733,0
1764630165177,1158,736,0
1764630165193,1151,740,0
1764630165193,1143,743,0
1764630165209,1137,746,0
1764630165209,1132,748,0
1764630165209,1126,751,0
1764630165225,1122,753,0
1764630165225,1117,754,0
1764630165241,1115,755,0
1764630165241,1113,756,0
1764630165257,1110,757,0
1764630165257,1108,758,0
1764630165273,1105,759,0
1764630165276,1104,760,0
1764630165276,1103,760,0
1764630165293,1100,762,0
1764630165293,1097,763,0
1764630165306,1095,766,0
1764630165308,1090,767,0
1764630165320,1081,772,0
1764630165320,1066,779,0
1764630165336,1058,782,0
1764630165342,1048,787,0
1764630165342,1037,791,0
1764630165356,1032,793,0
1764630165356,1029,794,0
1764630165368,1026,794,0
1764630165376,1023,794,0
1764630165384,1021,794,0
1764630165393,1019,794,0
1764630165696,1015,797,0
1764630165712,1005,801,0
1764630165712,999,804,0
1764630165729,992,807,0
1764630165731,987,809,0
1764630165743,980,811,0
1764630165743,973,813,0
1764630165759,968,813,0
1764630165761,963,815,0
1764630165761,959,816,0
1764630165777,956,816,0
1764630165777,953,817,0
1764630165790,950,817,0
1764630165790,948,817,0
1764630165806,945,818,0
1764630165806,942,818,0
1764630165824,937,820,0
1764630165824,932,820,0
1764630165824,929,821,0
1764630165842,926,821,0
1764630165842,922,821,0
1764630165854,916,822,0
1764630165854,913,822,0
1764630165871,909,822,0
1764630165871,905,822,0
1764630165886,896,822,0
1764630165886,890,822,0
1764630165886,880,822,1
1764630165905,869,822,1
1764630165905,861,821,1
1764630165918,855,820,1
1764630165925,847,820,1
1764630165934,838,818,1
1764630165942,832,817,1
1764630165950,826,815,1
1764630165950,818,811,1
1764630165950,813,809,1
1764630165966,806,806,1
1764630165966,803,805,1
1764630165982,798,803,1
1764630165992,795,801,1
1764630165997,794,800,1
1764630165997,790,798,1
1764630166013,787,795,1
1764630166013,783,795,1
1764630166025,778,792,1
1764630166029,767,785,1
1764630166029,758,781,1
1764630166047,750,775,1
1764630166047,737,767,1
1764630166060,727,762,1
1764630166060,722,758,1
1764630166076,717,755,1
1764630166076,710,751,1
1764630166076,704,748,1
1764630166092,697,744,1
1764630166092,693,743,1
1764630166124,678,735,1
1764630166139,676,734,1
1764630166139,673,732,1
1764630166155,672,730,1
1764630166155,668,727,1
1764630166155,665,723,1
1764630166175,660,717,1
1764630166175,655,711,1
1764630166188,648,698,1
1764630166188,642,689,1
1764630166204,638,681,1
1764630166208,634,670,1
1764630166208,628,656,1
1764630166225,626,647,1
1764630166225,625,641,1
1764630166237,624,634,1
1764630166241,624,628,1
1764630166525,621,607,1
1764630166531,617,589,1
1764630166531,615,575,1
1764630166547,613,565,1
1764630166547,612,556,1
1764630166547,611,550,1
1764630166563,610,543,1
1764630166575,609,536,1
1764630166579,609,526,1
1764630166595,609,518,1
1764630166608,609,509,1
1764630166610,610,498,0
1764630166610,611,490,0
1764630166626,611,482,0
1764630166626,612,473,0
1764630166642,613,464,0
1764630166642,615,457,0
1764630166642,616,453,0
1764630166658,617,449,0
1764630166658,618,445,0
1764630166673,619,443,0
1764630166673,620,441,0
1764630166689,620,440,0
1764630166689,621,437,0
1764630166958,621,429,0
1764630166960,620,412,0
1764630166966,619,398,1
1764630166966,619,386,1
1764630166982,619,372,1
1764630166991,619,362,1
1764630166998,620,350,1
1764630166998,621,338,1
1764630167014,624,327,1
1764630167014,625,320,1
1764630167014,626,313,1
1764630167032,627,307,1
1764630167041,628,302,1
1764630167048,630,297,1
1764630167048,631,292,1
1764630167061,631,289,1
1764630167061,632,286,1
1764630167077,632,284,1
1764630167077,632,283,1
1764630167091,632,282,1
1764630167360,657,261,1
1764630167367,682,239,1
1764630167367,702,224,1
1764630167367,719,210,1
1764630167383,740,191,1
1764630167390,750,182,1
1764630167401,764,169,1
1764630167407,773,161,1
1764630167415,780,156,1
1764630167424,787,152,1
1764630167431,794,148,1
1764630167431,797,147,1
1764630167431,801,146,1
1764630167447,804,145,1
1764630167457,808,145,1
1764630167463,810,145,1
1764630167463,811,145,1
1764630167478,813,145,1
1764630167478,814,145,1
1764630167735,835,145,1
1764630167753,862,145,1
1764630167757,881,145,1
1764630167770,899,148,0
1764630167776,919,148,0
1764630167776,928,150,0
1764630167784,947,151,0
1764630167784,963,155,0
1764630167799,977,156,0
1764630167799,992,157,0
1764630167815,1004,157,0
1764630167823,1017,157,0
1764630167831,1028,157,0
1764630167831,1035,157,0
1764630167840,1040,157,0
1764630167847,1045,157,1
1764630167857,1048,157,1
1764630167866,1051,157,1
1764630167873,1053,157,1
1764630167879,1057,157,1
1764630167879,1059,158,1
1764630167894,1062,158,1
1764630167894,1065,159,1
1764630167910,1070,162,1
1764630167910,1076,166,1
1764630167923,1083,170,1
1764630167930,1093,177,0
1764630167930,1106,185,0
1764630167944,1114,191,0
1764630167944,1124,198,0
1764630167958,1133,206,0
1764630167958,1139,211,0
1764630167974,1145,217,0
1764630167976,1150,221,0
1764630167976,1155,225,0
1764630167989,1161,230,0
1764630167989,1167,236,0
1764630168005,1175,241,0
1764630168005,1180,246,0
1764630168022,1185,251,0
1764630168022,1188,254,0
1764630168037,1193,258,0
1764630168037,1198,260,0
1764630168037,1201,262,0
1764630168053,1204,265,0
1764630168053,1209,269,0
1764630168069,1213,271,0
1764630168069,1217,275,0
1764630168085,1222,279,0
1764630168085,1226,281,1
1764630168101,1231,288,1
1764630168101,1236,292,1
1764630168101,1238,296,1
1764630168133,1253,318,1
1764630168144,1258,325,1
1764630168149,1263,333,1
1764630168149,1268,340,1
1764630168149,1269,344,1
1764630168169,1270,347,1
1764630168169,1271,349,1
1764630168181,1272,350,1
1764630168181,1272,351,1
1764630168412,1279,371,1
1764630168412,1289,406,1
1764630168412,1295,426,1
1764630168429,1298,438,1
1764630168440,1302,449,1
1764630168443,1304,456,1
1764630168443,1304,461,1
1764630168459,1304,467,1
1764630168459,1305,470,1
1764630168475,1305,474,1
1764630168475,1305,476,1
1764630168475,1305,478,1
1764630168490,1305,480,1
1764630168490,1305,483,1
1764630168506,1305,485,1
1764630168506,1305,489,1
1764630168522,1304,493,1
1764630168522,1304,496,1
1764630168538,1303,502,1
1764630168540,1301,512,1
1764630168540,1300,517,1
1764630168554,1297,526,1
1764630168554,1296,531,1
1764630168573,1295,538,1
1764630168573,1292,551,1
1764630168589,1289,563,1
1764630168592,1287,571,1
1764630168602,1285,583,1
1764630168606,1283,593,1
1764630168615,1280,601,1
1764630168623,1279,609,1
1764630168623,1277,615,1
1764630168634,1274,620,1
1764630168634,1271,626,1
1764630168650,1266,632,1
1764630168656,1261,637,1
1764630168665,1256,643,1
1764630168673,1247,653,0
1764630168673,1238,664,0
1764630168684,1227,681,0
1764630168684,1221,691,0
1764630168697,1216,703,1
1764630168706,1212,711,1
1764630168713,1208,719,1
1764630168713,1206,724,1
1764630168729,1203,729,1
1764630168729,1202,731,1
1764630169022,1197,739,1
1764630169038,1193,744,1
1764630169038,1188,749,1
1764630169054,1185,752,1
1764630169054,1181,756,1
1764630169054,1177,759,1
1764630169070,1172,762,1
1764630169070,1167,766,1
1764630169085,1162,770,1
1764630169085,1156,773,1
1764630169102,1150,777,1
1764630169106,1143,780,1
1764630169140,1120,789,1
1764630169146,1113,790,1
1764630169149,1105,792,1
1764630169157,1098,793,0
1764630169165,1088,794,0
1764630169172,1083,795,0
1764630169181,1076,795,0
1764630169181,1067,795,0
1764630169181,1061,796,0
1764630169197,1053,797,0
1764630169205,1048,797,0
1764630169212,1041,798,0
1764630169212,1036,799,0
1764630169229,1032,800,0
1764630169238,1026,801,0
1764630169245,1021,802,0
1764630169245,1017,804,0
1764630169245,1013,805,0
1764630169261,1003,808,0
1764630169272,996,809,0
1764630169276,987,811,0
1764630169276,972,812,0
1764630169292,958,812,0
1764630169292,948,812,0
1764630169308,940,811,0
1764630169308,928,810,0
1764630169322,916,809,0
1764630169327,907,808,0
1764630169327,902,807,0
1764630169340,895,806,0
1764630169340,886,805,0
1764630169358,877,805,0
1764630169358,866,805,0
1764630169371,854,805,0
1764630169371,845,805,0
1764630169387,838,805,0
1764630169387,827,807,1
1764630169387,815,808,1
1764630169403,807,810,1
1764630169403,797,810,1
1764630169422,789,810,1
1764630169422,787,810,1
1764630169436,784,810,1
1764630169436,782,810,1
1764630169730,763,798,1
1764630169730,741,782,1
1764630169738,722,769,1
1764630169746,711,762,1
1764630169755,702,757,1
1764630169761,695,751,1
1764630169761,688,747,1
1764630169777,681,743,1
1764630169777,675,740,1
1764630169793,670,737,1
1764630169793,667,736,1
1764630169805,662,733,1
1764630169809,660,731,1
1764630169809,655,729,1
1764630169825,653,727,1
1764630169825,651,725,1
1764630169841,645,720,1
1764630169841,642,715,1
1764630169857,638,710,1
1764630169858,634,704,1
1764630169858,630,696,1
1764630170101,620,672,1
1764630170101,608,638,1
1764630170116,600,614,1
1764630170155,592,558,1
1764630170159,592,547,1
1764630170164,592,538,1
1764630170171,593,527,1
1764630170180,594,517,1
1764630170188,596,507,1
1764630170196,598,497,1
1764630170196,600,486,1
1764630170196,603,477,1
1764630170211,605,467,1
1764630170211,607,460,1
1764630170229,607,453,1
1764630170483,605,433,1
1764630170483,605,419,1
1764630170501,605,411,1
1764630170504,605,403,1
1764630170515,605,394,1
1764630170521,605,384,1
1764630170521,606,376,1
1764630170530,606,370,1
1764630170530,608,361,1
1764630170546,610,353,1
1764630170554,612,346,1
1764630170563,615,340,1
1764630170563,619,335,1
1764630170578,622,328,1
1764630170578,625,325,1
1764630170587,630,321,1
1764630170593,633,317,1
1764630170604,635,316,1
1764630170609,639,314,1
1764630170882,646,300,1
1764630170882,655,286,1
1764630170898,663,268,1
1764630170898,671,255,1
1764630170914,677,244,1
1764630170921,687,229,1
1764630170921,694,219,1
1764630170930,700,207,1
1764630170937,706,200,1
1764630170948,710,194,1
1764630170954,713,190,1
1764630170961,716,187,1
1764630170961,718,185,1
1764630170977,722,180,1
1764630171234,758,169,1
1764630171240,799,154,1
1764630171250,830,142,1
1764630171250,854,134,1
1764630171264,879,127,1
1764630171270,895,123,1
1764630171280,908,120,1
1764630171280,922,116,1
1764630171280,934,113,1
1764630171300,946,112,1
1764630171303,959,112,1
1764630171311,967,112,1
1764630171320,975,112,1
1764630171327,983,112,1
1764630171327,989,112,1
1764630171343,995,112,1
1764630171343,998,112,1
1764630171343,1001,113,1
1764630171599,1019,121,1
1764630171614,1044,131,1
1764630171614,1070,144,1
1764630171630,1099,157,1
1764630171643,1122,168,1
1764630171646,1143,180,1
1764630171653,1159,189,1
1764630171662,1177,199,1
1764630171670,1194,210,1
1764630171681,1205,217,1
1764630171686,1215,227,1
1764630171693,1224,232,1
1764630171703,1230,238,1
1764630171714,1237,244,1
1764630171714,1245,250,1
1764630171725,1251,256,1
1764630171744,1257,262,1
1764630171744,1263,269,1
1764630171757,1268,275,1
1764630171757,1272,281,1
1764630171773,1275,287,1
1764630171779,1282,293,1
1764630171786,1286,300,1
1764630171793,1291,308,1
1764630171800,1298,317,1
1764630171805,1304,327,1
1764630171805,1308,335,1
1764630171821,1314,342,0
1764630171821,1316,347,0
1764630171837,1319,351,0
1764630171842,1321,356,0
1764630171848,1324,359,0
1764630172081,1327,377,0
1764630172086,1330,389,0
1764630172097,1331,398,0
1764630172103,1332,408,1
1764630172113,1332,416,1
1764630172119,1332,425,1
1764630172129,1332,436,1
1764630172144,1330,449,1
1764630172171,1315,508,1
1764630172177,1312,519,1
1764630172177,1308,529,1
1764630172192,1304,540,1
1764630172198,1299,550,1
1764630172198,1294,560,1
1764630172209,1291,568,1
1764630172209,1288,576,1
1764630172226,1285,585,1
1764630172226,1280,594,1
1764630172241,1276,604,1
1764630172243,1272,614,1
1764630172256,1269,622,1
1764630172256,1265,633,1
1764630172256,1262,644,1
1764630172272,1259,651,1
1764630172272,1258,657,1
1764630172291,1256,664,1
1764630172297,1255,667,1
1764630172304,1255,670,1
1764630172312,1255,671,1
1764630172320,1255,672,1
1764630172583,1254,677,1
1764630172596,1251,685,1
1764630172596,1247,692,1
1764630172612,1242,700,1
1764630172612,1236,708,1
1764630172628,1231,713,1
1764630172628,1227,720,1
1764630172644,1222,726,1
1764630172644,1215,734,1
1764630172644,1210,738,1
1764630172660,1206,743,1
1764630172660,1200,750,1
1764630172678,1197,754,1
1764630172678,1193,760,1
1764630172691,1189,765,1
1764630172691,1186,767,1
1764630172707,1184,771,1
1764630172707,1181,774,1
1764630172707,1178,778,1
1764630172726,1174,782,1
1764630172736,1168,788,1
1764630172741,1160,793,1
1764630172741,1155,796,1
1764630172756,1143,804,1
1764630172762,1137,808,1
1764630172771,1129,812,1
1764630172771,1116,819,1
1764630172771,1109,824,1
1764630172786,1100,829,1
1764630172786,1092,832,1
1764630172805,1083,836,1
1764630172805,1075,839,1
1764630172818,1068,843,1
1764630172818,1065,844,1
1764630172834,1062,845,1
1764630172834,1060,846,1
1764630172834,1058,846,1
1764630172850,1057,846,1
1764630172850,1055,846,1
1764630173112,1040,845,1
1764630173127,1023,844,1
1764630173127,1008,844,1
1764630173127,999,844,1
1764630173143,989,844,1
1764630173143,977,844,1
1764630173185,913,841,1
1764630173191,901,840,1
1764630173191,887,840,1
1764630173201,874,839,1
1764630173210,858,839,1
1764630173210,847,838,1
1764630173224,833,837,1
