software mouseReMoCo;version 1.3.0;isWithLSL false;screenWidth 1902;screenHeight 973;centerX 951;centerY 486;autoStart 3600;cycleMaxNumber 6;cycleDuration 20;borderColor java.awt.Color[r=255,g=255,b=255];textColor java.awt.Color[r=255,g=255,b=255];backgroundColor java.awt.Color[r=0,g=0,b=0];cursorColorRecord java.awt.Color[r=255,g=0,b=0];cursorColorWait java.awt.Color[r=255,g=255,b=0];task circular;cornerX 545;cornerY 80;externalRadius 406;internalRadius 326;borderRadius 1;cursorRadius 16;indexOfDifficulty 48.86179212285402;taskRadius 365.5;taskTolerance 47
2025-12-02 00:02:30.891 +0100

timestamp,mouseX,mouseY,mouseInTarget
1764630173224,821,836,1
1764630173238,806,835,1
1764630173238,794,834,1
1764630173238,777,831,1
1764630173254,765,828,0
1764630173254,757,826,0
1764630173273,748,821,0
1764630173273,743,819,0
1764630173286,741,816,0
1764630173563,724,788,1
1764630173569,705,755,1
1764630173577,691,736,1
1764630173583,684,725,1
1764630173591,675,716,1
1764630173598,666,707,1
1764630173606,660,700,1
1764630173613,653,691,1
1764630173619,647,685,1
1764630173627,643,680,1
1764630173635,639,675,1
1764630173640,636,671,1
1764630173646,634,668,1
1764630173655,631,666,1
1764630173662,628,663,1
1764630173668,627,661,1
1764630173676,624,660,1
1764630173682,623,656,1
1764630173690,621,654,1
1764630173927,619,632,1
1764630173936,614,601,1
1764630173943,610,580,1
1764630173952,606,564,1
1764630173959,604,552,1
1764630173968,601,535,1
1764630173975,600,521,1
1764630173983,600,507,1
1764630173989,600,494,1
1764630173997,603,479,1
1764630174005,604,465,1
1764630174013,605,456,1
1764630174020,605,445,1
1764630174028,606,437,1
1764630174036,607,429,1
1764630174042,608,419,1
1764630174306,623,393,0
1764630174322,639,366,0
1764630174334,653,344,0
1764630174343,666,327,0
1764630174348,675,315,0
1764630174360,683,306,0
1764630174372,690,297,0
1764630174372,694,291,0
1764630174384,696,289,0
1764630174390,699,285,0
1764630174402,701,284,0
1764630174402,702,282,0
1764630174416,703,281,0
1764630174418,704,280,0
1764630174418,705,280,0
1764630174695,706,272,0
1764630174701,709,255,0
1764630174701,712,237,1
1764630174701,713,223,1
1764630174721,714,211,1
1764630174721,715,199,1
1764630174733,716,190,1
1764630174733,717,182,1
1764630174749,719,177,1
1764630174758,721,173,1
1764630174765,723,169,0
1764630174765,723,166,0
1764630174780,726,164,0
1764630174784,727,162,0
1764630174784,731,159,0
1764630174796,731,158,0
1764630174796,733,157,0
1764630174812,735,155,0
1764630175040,774,147,1
1764630175056,808,142,1
1764630175056,841,140,1
1764630175072,874,140,1
1764630175072,904,141,1
1764630175087,938,146,0
1764630175087,967,151,0
1764630175105,994,155,0
1764630175105,1012,158,0
1764630175119,1025,158,0
1764630175119,1035,158,0
1764630175135,1041,158,0
1764630175135,1044,157,0
1764630175150,1045,157,1
1764630175151,1048,155,1
1764630175151,1048,154,1
1764630175457,1072,166,1
1764630175473,1102,185,0
1764630175473,1126,199,0
1764630175489,1150,214,0
1764630175489,1163,221,0
1764630175504,1172,226,0
1764630175504,1181,232,1
1764630175520,1191,237,1
1764630175520,1201,243,1
1764630175520,1209,246,1
1764630175536,1216,250,1
1764630175536,1221,253,1
1764630175554,1226,256,1
1764630175554,1229,259,1
1764630175568,1232,263,1
1764630175568,1234,264,1
1764630175585,1236,267,1
1764630175586,1239,272,1
1764630175586,1244,281,1
1764630175600,1248,293,1
1764630175600,1256,307,1
1764630175616,1265,330,1
1764630175616,1270,343,1
1764630175631,1275,354,1
1764630175631,1280,371,1
1764630175647,1286,388,1
1764630175649,1289,399,1
1764630175649,1291,409,1
1764630175663,1292,417,1
1764630175663,1293,429,1
1764630175683,1293,438,1
1764630175690,1294,445,1
1764630175697,1294,453,1
1764630175697,1294,465,1
1764630175710,1295,473,1
1764630175710,1295,481,1
1764630175710,1297,491,1
1764630175731,1300,498,1
1764630175731,1301,501,1
1764630175742,1302,503,1
1764630175973,1299,519,1
1764630175987,1293,540,1
1764630175987,1288,555,1
1764630176003,1284,567,1
1764630176003,1281,578,1
1764630176018,1277,591,1
1764630176018,1274,607,1
1764630176034,1271,616,1
1764630176038,1266,627,1
1764630176038,1262,636,1
1764630176050,1256,647,1
1764630176050,1251,656,1
1764630176066,1247,664,1
1764630176066,1239,673,1
1764630176084,1235,679,1
1764630176084,1227,689,1
1764630176097,1222,695,1
1764630176097,1214,706,1
1764630176097,1205,718,1
1764630176113,1197,728,1
1764630176113,1188,739,1
1764630176129,1183,745,1
1764630176129,1178,754,1
1764630176145,1174,760,1
1764630176145,1168,766,1
1764630176161,1166,770,1
1764630176166,1164,772,1
1764630176166,1163,774,1
1764630176181,1162,775,1
1764630176486,1154,777,1
1764630176490,1144,781,1
1764630176500,1136,783,1
1764630176500,1130,784,1
1764630176516,1124,785,1
1764630176516,1120,786,1
1764630176516,1116,787,1
1764630176534,1110,788,0
1764630176534,1105,789,0
1764630176547,1096,790,0
1764630176547,1087,791,0
1764630176564,1075,791,0
1764630176564,1064,792,0
1764630176579,1054,793,0
1764630176579,1040,794,0
1764630176579,1021,797,0
1764630176600,1011,798,0
1764630176600,1000,799,0
1764630176615,989,800,0
1764630176622,981,800,0
1764630176627,974,800,0
1764630176627,960,800,0
1764630176643,947,800,0
1764630176648,937,799,0
1764630176648,926,798,0
1764630176659,918,796,0
1764630176659,910,794,0
1764630176676,902,793,0
1764630176682,893,790,0
1764630176691,884,786,0
1764630176698,880,785,0
1764630176706,876,782,0
1764630176710,872,778,0
1764630176710,870,776,0
1764630176722,865,772,0
1764630176732,861,768,0
1764630176738,858,765,0
1764630177062,847,767,0
1764630177062,833,771,0
1764630177081,820,774,0
1764630177093,806,776,0
1764630177093,794,777,0
1764630177110,786,777,0
1764630177112,778,777,0
1764630177123,771,777,1
1764630177123,762,776,1
1764630177131,754,775,1
1764630177138,745,773,1
1764630177148,738,771,1
1764630177154,733,769,1
1764630177154,727,766,1
1764630177170,722,764,1
1764630177170,718,763,1
1764630177186,713,759,1
1764630177202,703,751,1
1764630177202,698,747,1
1764630177220,693,742,1
1764630177220,688,736,1
1764630177234,684,732,1
1764630177234,681,729,1
1764630177250,678,725,1
1764630177254,676,722,1
1764630177265,674,720,1
1764630177266,673,719,1
1764630177266,672,717,1
1764630177281,670,715,1
1764630177297,668,713,1
1764630177299,667,711,1
1764630177315,665,709,1
1764630177324,662,704,1
1764630177324,659,700,1
1764630177332,654,693,1
1764630177332,644,678,1
1764630177348,637,665,1
1764630177348,626,648,1
1764630177361,615,632,1
1764630177364,609,622,1
1764630177377,604,614,1
1764630177381,600,608,1
1764630177381,596,598,1
1764630177398,593,592,1
1764630177398,589,585,1
1764630177410,586,576,1
1764630177415,583,572,1
1764630177425,581,566,1
1764630177431,578,559,1
1764630177441,576,554,1
1764630177441,575,550,1
1764630177448,573,545,1
1764630177456,573,541,1
1764630177456,573,538,1
1764630177736,578,512,1
1764630177752,589,477,1
1764630177752,597,447,1
1764630177768,604,425,1
1764630177768,610,403,1
1764630177784,615,379,1
1764630177784,617,364,1
1764630177800,619,349,1
1764630177800,620,338,1
1764630177817,621,330,1
1764630177817,622,324,1
1764630177831,623,319,1
1764630177831,623,316,1
1764630177846,624,313,1
1764630177846,625,310,1
1764630178109,646,288,1
1764630178109,672,263,1
1764630178125,693,243,1
1764630178125,713,227,1
1764630178141,732,212,1
1764630178147,749,201,1
1764630178157,768,190,1
1764630178164,783,181,1
1764630178164,798,174,1
1764630178172,807,170,1
1764630178172,813,167,1
1764630178204,821,164,1
1764630178220,822,163,1
1764630178236,823,163,1
1764630178236,823,162,1
1764630178475,845,156,1
1764630178475,872,148,1
1764630178491,896,141,1
0,0,0,0
1764630178509,938,133,1
1764630178523,953,132,1
1764630178523,969,131,1
1764630178539,984,131,1
1764630178547,995,131,1
1764630178547,1007,131,1
1764630178555,1017,132,1
1764630178563,1025,133,1
1764630178572,1034,133,1
1764630178572,1040,134,1
1764630178586,1046,137,1
1764630178586,1053,138,1
1764630178602,1060,139,1
1764630178602,1066,142,1
1764630178602,1072,145,1
1764630178618,1078,147,1
1764630178618,1084,150,1
1764630178637,1092,152,1
1764630178637,1100,154,1
1764630178651,1114,157,1
1764630178651,1126,160,1
1764630178667,1137,164,1
1764630178667,1146,166,1
1764630178667,1156,168,1
1764630178683,1164,170,1
1764630178683,1172,172,1
1764630178697,1178,173,1
1764630178707,1185,174,0
1764630178713,1189,175,0
1764630178713,1192,176,0
1764630178729,1195,177,0
1764630178729,1196,177,0
1764630178744,1199,178,0
1764630178744,1200,179,0
1764630178744,1202,181,0
1764630179143,1200,182,0
1764630179147,1194,185,1
1764630179158,1187,188,1
1764630179158,1177,191,1
1764630179169,1165,195,1
1764630179169,1151,198,1
1764630179185,1138,201,0
1764630179185,1122,204,0
1764630179221,1058,210,0
1764630179229,1043,210,0
1764630179233,1036,210,0
1764630179233,1028,211,0
1764630179250,1021,211,0
1764630179250,1016,213,0
1764630179264,1009,213,0
1764630179271,1005,214,0
1764630179279,999,215,0
1764630179280,996,216,0
1764630179280,993,216,0
1764630179296,991,216,0
1764630179296,990,216,0
1764630179312,988,216,0
1764630179330,987,216,0
1764630189651,986,216,0
1764630189651,983,215,0
1764630189667,982,214,0
1764630189667,981,213,0
1764630189683,978,211,0
1764630189683,976,209,0
1764630189700,975,208,0
1764630189700,972,206,0
1764630189714,971,205,0
1764630189714,970,204,0
1764630189731,969,203,0
1764630189731,968,203,0
1764630189746,968,202,0
1764630189763,967,202,0
1764630189763,966,201,0
1764630189779,966,200,0
1764630189779,965,200,0
1764630189798,965,199,0
1764630189827,965,198,0
1764630189827,965,197,0
1764630189846,965,196,0
1764630189859,965,195,0
1764630189875,965,194,0
1764630189875,965,193,0
1764630189891,965,192,0
1764630189891,965,191,0
1764630189926,965,190,0
1764630189926,965,189,0
1764630189957,965,188,0
1764630190003,965,187,0
1764630190033,964,187,0
1764630190066,963,187,0
1764630190086,962,187,0
1764630190131,961,187,0
1764630190152,960,187,0
1764630190169,960,186,0
1764630190179,960,184,0
1764630190179,959,183,0
1764630190194,958,180,0
1764630190194,958,177,0
1764630190210,957,174,0
1764630190210,956,170,0
1764630190210,956,167,0
1764630190226,956,166,0
1764630190243,956,165,0
1764630190243,955,164,0
1764630190259,955,163,0
1764630190292,955,161,0
1764630190308,955,160,0
1764630190319,955,159,0
1764630190324,954,159,0
1764630190336,954,158,0
1764630190339,954,156,0
1764630190356,953,156,0
1764630190372,953,155,0
1764630190372,952,155,0
1764630190387,952,154,0
1764630190419,952,153,0
1764630190437,952,152,0
1764630190469,952,151,0
1764630190502,952,150,0
1764630190519,952,148,0
1764630190530,952,147,0
1764630190530,953,146,0
1764630190546,953,144,1
1764630190546,954,142,1
1764630190562,955,141,1
1764630190562,955,139,1
1764630190578,955,136,1
1764630190578,955,135,1
1764630190585,956,135,1
1764630190596,956,134,1
1764630190596,956,133,1
1764630190609,956,132,1
1764630190609,957,132,1
1764630190625,957,130,1
1764630190641,957,129,1
1764630190641,957,128,1
1764630190675,957,127,1
1764630190704,957,126,1
1764630190720,957,125,1
1764630190816,957,126,1
1764630190816,957,127,1
1764630190848,956,128,1
1764630190866,956,129,1
1764630190880,956,130,1
1764630190885,955,131,1
1764630190896,955,132,1
1764630190896,955,134,1
1764630190896,955,136,1
1764630190915,955,139,1
1764630190923,954,142,1
1764630190927,954,145,0
1764630190927,954,148,0
1764630190945,954,151,0
1764630190945,954,153,0
1764630190945,954,155,0
1764630190959,954,156,0
1764630190959,954,157,0
1764630190976,954,158,0
1764630190976,954,159,0
1764630190993,954,160,0
1764630191008,954,161,0
1764630191011,954,162,0
1764630191024,954,163,0
1764630191122,954,162,0
1764630191136,954,161,0
1764630191136,954,158,0
1764630191152,954,154,0
1764630191152,954,149,0
1764630191167,954,138,1
1764630191167,954,125,1
1764630191185,954,118,1
1764630191190,954,114,1
1764630191199,953,111,1
1764630191204,953,107,1
1764630191204,952,106,1
1764630191215,952,105,1
1764630191232,952,104,1
1764630191248,952,103,1
1764630191296,952,102,1
1764630191474,953,102,1
1764630191489,954,102,1
1764630191522,955,102,1
1764630191537,956,102,1
1764630191537,957,102,1
1764630191537,958,102,1
1764630191557,959,102,1
1764630191557,960,102,1
1764630191569,960,103,1
1764630191569,961,103,1
1764630191584,962,103,1
1764630191600,963,104,1
1764630191600,964,104,1
1764630191616,965,105,1
1764630191651,966,105,1
1764630191664,967,106,1
1764630191685,968,106,1
1764630191696,969,106,1
1764630191696,970,106,1
1764630191728,971,106,1
1764630191734,972,106,1
1764630191781,973,106,1
1764630191793,974,106,1
1764630198948,975,106,1
1764630198950,977,106,1
1764630198964,979,106,1
1764630198964,981,106,1
1764630198980,983,107,1
1764630198980,986,107,1
1764630198998,989,107,1
1764630198999,993,107,1
1764630199011,999,107,1
1764630199011,1010,107,1
1764630199011,1023,107,1
1764630199027,1032,107,1
1764630199027,1043,107,0
1764630199043,1061,107,0
1764630199043,1081,107,0
1764630199059,1091,107,0
1764630199059,1102,107,0
1764630199075,1111,107,0
1764630199075,1123,107,0
1764630199075,1136,108,0
1764630199091,1147,110,0
1764630199091,1161,113,0
1764630199106,1170,115,0
1764630199106,1179,118,0
1764630199125,1187,121,0
1764630199125,1193,123,0
1764630199138,1197,125,0
1764630199138,1203,128,0
1764630199138,1209,131,0
1764630199158,1214,133,0
1764630199158,1218,136,0
1764630199170,1222,139,0
1764630199170,1223,140,0
1764630199186,1226,142,0
1764630199186,1228,144,0
1764630199202,1229,146,0
1764630199202,1231,147,0
1764630199202,1234,150,0
1764630199218,1239,155,0
1764630199227,1244,163,0
1764630199234,1252,173,0
1764630199234,1258,179,0
1764630199251,1265,185,0
1764630199251,1272,196,0
1764630199266,1279,206,0
1764630199266,1284,215,0
1764630199266,1287,222,0
1764630199281,1290,229,0
1764630199281,1296,239,0
1764630199302,1299,249,0
1764630199307,1302,256,0
1764630199315,1304,261,0
1764630199321,1308,275,0
1764630199329,1314,295,0
1764630199329,1318,311,0
1764630199344,1320,320,0
1764630199360,1326,349,0
1764630199360,1328,360,0
1764630199376,1330,369,0
1764630199376,1330,374,0
1764630199392,1331,381,0
1764630199396,1331,387,0
1764630199408,1332,394,0
1764630199408,1332,398,0
1764630199408,1332,410,1
1764630199427,1332,418,1
1764630199427,1332,428,1
1764630199439,1334,442,1
1764630199439,1335,459,1
1764630199455,1335,468,1
1764630199460,1336,480,1
1764630199471,1336,489,1
1764630199471,1336,500,1
1764630199471,1336,507,1
1764630199490,1336,512,1
1764630199490,1336,518,1
1764630199502,1335,523,1
1764630199502,1335,529,1
1764630199519,1335,533,1
1764630199519,1334,540,1
1764630199534,1333,544,1
1764630199534,1332,546,1
1764630199534,1332,549,1
1764630199551,1332,551,1
1764630199833,1331,561,1
1764630199841,1328,573,1
1764630199847,1325,587,1
1764630199855,1323,598,1
1764630199861,1321,609,0
1764630199869,1316,617,1
1764630199873,1312,627,1
1764630199876,1308,638,1
1764630199889,1302,648,1
1764630199889,1299,659,1
1764630199889,1294,667,1
1764630199912,1289,678,1
1764630199916,1281,688,1
1764630199922,1276,697,1
1764630199922,1268,708,1
1764630199941,1259,718,1
1764630199941,1252,727,1
1764630199953,1244,734,1
1764630199953,1235,742,1
1764630199968,1225,750,1
1764630199968,1214,759,1
1764630199968,1196,769,1
1764630199984,1187,775,1
1764630199984,1172,784,1
1764630200002,1159,791,1
1764630200010,1148,799,1
1764630200016,1135,807,1
1764630200016,1124,815,1
1764630200031,1108,828,1
1764630200039,1095,841,1
1764630200043,1083,852,0
1764630200047,1073,860,0
1764630200058,1060,868,0
1764630200065,1047,875,0
1764630200075,1037,881,0
1764630200078,1023,885,0
1764630200088,1004,891,0
1764630200094,993,892,0
1764630200101,978,894,0
1764630200110,964,894,0
1764630200113,950,892,0
1764630200123,938,889,0
1764630200127,925,886,0
1764630200410,908,884,0
1764630200426,887,879,0
1764630200426,873,876,0
1764630200442,860,874,0
1764630200442,849,872,0
1764630200458,839,870,0
1764630200458,829,868,0
1764630200473,820,867,0
1764630200473,811,866,0
1764630200473,803,865,0
1764630200491,793,863,0
1764630200491,778,861,0
1764630200506,766,858,0
1764630200509,759,856,0
1764630200521,749,852,0
1764630200521,738,849,0
1764630200537,729,846,0
1764630200537,713,840,0
1764630200537,700,835,0
1764630200553,691,832,0
1764630200553,683,828,0
1764630200571,675,825,0
1764630200571,669,821,0
1764630200585,664,818,0
1764630200585,657,814,0
1764630200600,651,809,0
1764630200600,641,802,0
1764630200609,634,796,0
1764630200616,627,791,0
1764630200616,623,786,0
1764630200632,618,782,0
1764630200632,611,774,0
1764630200650,603,767,0
1764630200650,596,759,0
1764630200664,591,753,0
1764630200664,583,743,0
1764630200664,572,730,0
1764630200679,560,706,0
1764630200679,554,696,0
1764630200695,547,680,0
1764630200958,548,662,0
1764630200964,552,646,0
1764630200964,554,634,0
1764630200980,556,620,0
1764630200980,559,609,0
1764630200994,562,594,0
1764630201001,563,585,0
1764630201005,563,573,0
1764630201016,563,559,0
1764630201016,563,549,0
1764630201028,562,541,0
1764630201028,560,528,0
1764630201044,559,516,0
1764630201051,554,503,0
1764630201055,552,494,0
1764630201065,550,486,0
1764630201069,548,478,0
1764630201079,548,474,0
1764630201085,548,471,0
1764630201093,547,468,0
1764630201101,546,465,0
1764630201107,546,463,0
1764630201115,546,460,0
1764630201121,546,458,0
1764630201128,546,456,0
1764630201382,559,439,0
1764630201391,588,410,1
1764630201397,617,379,1
1764630201404,639,355,0
1764630201411,653,338,0
1764630201417,668,318,0
1764630201425,680,304,0
1764630201433,695,284,0
1764630201440,709,263,0
1764630201446,724,243,0
1764630201454,732,233,0
1764630201460,740,223,0
1764630201468,749,211,0
1764630201474,756,204,1
1764630201482,759,199,1
1764630201488,762,196,1
1764630201496,764,193,1
1764630201502,765,192,1
1764630201510,766,192,1
1764630201518,766,191,1
1764630201538,767,191,1
1764630201781,792,171,1
1764630201789,827,149,1
1764630201795,851,135,1
1764630201802,872,123,1
1764630201818,888,113,1
1764630201824,907,108,1
1764630201832,918,105,1
1764630201838,930,102,1
1764630201846,937,101,1
1764630201852,941,101,1
1764630201860,947,101,1
1764630201866,953,101,1
1764630201874,959,101,1
1764630201882,964,101,1
1764630201890,970,102,1
1764630201896,974,102,1
1764630201902,979,102,1
1764630201910,984,103,1
1764630201917,986,104,1
1764630201923,990,105,1
1764630201931,994,106,1
1764630201937,998,106,1
1764630201945,1001,106,1
1764630202176,1034,118,1
1764630202184,1067,130,1
1764630202195,1096,145,1
1764630202202,1127,161,1
1764630202209,1156,176,1
1764630202221,1185,190,1
1764630202227,1212,205,1
1764630202236,1238,219,0
1764630202243,1249,226,0
1764630202249,1260,234,0
1764630202263,1270,241,0
1764630202268,1275,244,0
1764630202274,1279,249,0
1764630202281,1282,252,0
1764630202289,1285,255,0
1764630202297,1289,259,0
1764630202303,1291,262,0
1764630202308,1294,267,0
1764630202317,1297,273,0
1764630202322,1300,281,0
1764630202330,1304,290,0
1764630202338,1309,306,0
1764630202344,1317,328,0
1764630202352,1321,349,0
1764630202358,1325,361,0
1764630202365,1328,378,0
1764630202398,1337,435,0
1764630202401,1339,446,0
1764630202407,1339,452,0
1764630202415,1339,455,0
1764630202662,1339,466,1
1764630202669,1339,477,1
1764630202676,1339,489,1
1764630202681,1338,501,1
1764630202691,1338,510,1
1764630202695,1337,517,1
1764630202705,1336,523,1
1764630202711,1335,529,1
1764630202717,1333,535,1
1764630202725,1333,541,1
1764630202733,1331,548,1
1764630202739,1329,554,1
1764630202747,1324,567,1
1764630202753,1321,580,1
1764630202761,1316,594,1
1764630202766,1312,605,1
1764630202774,1307,620,1
1764630202782,1301,635,1
1764630202788,1298,646,1
1764630202796,1292,662,1
1764630202802,1286,677,1
1764630202810,1282,689,1
1764630202818,1277,698,1
1764630202824,1270,712,0
1764630202830,1264,722,0
1764630202839,1257,729,0
1764630202845,1251,738,0
1764630202852,1243,746,0
1764630202859,1234,752,1
1764630202866,1225,759,1
1764630202875,1217,763,1
1764630202875,1206,770,1
1764630202887,1194,775,1
1764630202894,1184,782,1
1764630202901,1171,789,1
1764630202908,1160,795,1
1764630202910,1150,802,1
1764630202924,1133,811,1
1764630202928,1120,820,1
1764630202937,1109,826,1
1764630202944,1099,834,1
1764630202950,1087,843,1
1764630202958,1077,852,1
1764630202964,1067,859,0
1764630202970,1055,870,0
1764630202970,1044,879,0
1764630202986,1034,887,0
1764630202992,1026,893,0
1764630202992,1019,899,0
1764630203001,1016,902,0
1764630203001,1014,904,0
1764630203020,1012,906,0
1764630203303,1004,905,0
1764630203307,995,902,0
1764630203307,985,899,0
1764630203323,977,896,0
1764630203323,970,894,0
1764630203337,961,891,0
1764630203345,955,890,0
1764630203352,944,886,0
1764630203352,934,883,0
1764630203352,925,878,0
1764630203368,913,874,0
1764630203368,902,869,1
1764630203410,861,848,1
1764630203416,855,845,1
1764630203424,848,842,1
1764630203426,842,839,1
1764630203434,833,835,1
1764630203434,827,832,1
1764630203448,820,830,1
1764630203448,812,826,1
1764630203465,801,819,1
1764630203465,791,814,1
1764630203480,776,803,1
1764630203480,762,795,1
1764630203490,751,787,1
1764630203496,740,779,1
1764630203506,731,775,1
1764630203512,724,767,1
1764630203523,715,760,1
1764630203529,705,751,1
1764630203529,698,743,1
1764630203543,690,733,1
1764630203543,683,726,1
1764630203556,675,716,1
1764630203561,671,709,1
1764630203561,666,700,1
1764630203575,663,695,1
1764630203575,660,689,1
1764630203838,656,676,1
1764630203844,649,658,1
1764630203852,646,646,1
1764630203858,641,638,1
1764630203866,639,629,1
1764630203872,637,622,1
1764630203880,635,615,0
1764630203885,633,608,0
1764630203891,630,600,0
1764630203897,628,590,0
1764630203897,626,578,0
1764630203915,624,565,0
1764630203921,620,544,0
1764630203929,617,532,0
1764630203935,615,519,0
1764630203943,612,504,0
1764630203949,609,481,1
1764630203957,607,464,1
1764630204212,601,439,1
1764630204220,600,427,1
1764630204224,600,418,1
1764630204230,600,410,1
1764630204246,603,400,1
1764630204252,605,388,1
1764630204262,607,376,1
1764630204264,610,364,1
1764630204272,615,352,1
1764630204285,617,340,1
1764630204291,623,322,1
1764630204299,627,309,1
1764630204305,630,297,1
1764630204313,633,285,1
1764630204321,637,273,1
1764630204327,640,262,1
1764630204333,643,255,1
1764630204343,646,249,1
1764630204347,647,244,1
1764630204349,650,240,1
1764630204356,650,239,0
1764630204356,651,238,0
1764630204615,683,224,1
1764630204615,718,206,1
1764630204631,754,190,1
1764630204631,791,173,1
1764630204631,829,158,1
1764630204647,863,144,1
1764630204662,891,134,1
1764630204664,910,127,1
1764630204664,925,121,1
1764630204678,935,117,1
1764630204678,945,114,1
1764630204694,952,112,1
1764630204694,960,112,1
1764630204710,965,113,1
1764630204710,973,117,1
1764630204726,979,121,1
1764630204726,983,124,1
1764630204982,1011,132,1
1764630204982,1039,142,1
1764630204997,1056,149,1
1764630204997,1073,155,1
1764630204997,1089,163,1
1764630205016,1108,169,1
1764630205016,1120,174,1
1764630205028,1132,179,1
1764630205028,1144,184,1
1764630205045,1155,190,1
1764630205045,1165,197,1
1764630205060,1172,202,1
1764630205060,1181,208,1
1764630205060,1188,213,1
1764630205081,1194,217,1
1764630205081,1198,222,1
1764630205092,1204,228,1
1764630205092,1209,233,1
1764630205110,1214,239,1
1764630205110,1219,243,1
1764630205124,1223,248,1
1764630205124,1230,257,1
1764630205124,1238,266,1
1764630205144,1246,274,1
1764630205144,1252,282,1
1764630205156,1257,290,1
1764630205165,1264,302,1
1764630205173,1270,311,1
1764630205179,1273,322,1
1764630205187,1277,332,1
1764630205195,1281,349,1
1764630205195,1286,366,1
1764630205203,1287,378,1
1764630205209,1289,389,1
1764630205219,1290,402,1
1764630205225,1290,413,1
1764630205234,1290,426,1
1764630205234,1290,435,1
1764630205250,1290,445,0
1764630205258,1289,452,0
1764630205492,1292,469,0
1764630205492,1296,488,1
1764630205510,1298,503,1
1764630205510,1301,515,1
1764630205524,1304,527,1
1764630205524,1305,539,1
1764630205524,1306,551,1
1764630205546,1306,561,1
1764630205546,1307,567,1
1764630205559,1307,577,1
1764630205559,1307,587,1
1764630205575,1307,599,1
1764630205580,1306,606,1
1764630205589,1305,614,1
1764630205594,1305,621,1
1764630205603,1302,628,1
1764630205605,1300,639,1
1764630205605,1295,649,1
1764630205618,1292,661,1
1764630205618,1289,672,1
1764630205634,1284,684,1
1764630205634,1280,694,0
1764630205651,1272,712,0
1764630205651,1264,730,0
1764630205666,1257,741,0
1764630205668,1252,754,0
1764630205668,1244,761,0
1764630205682,1239,766,0
1764630205694,1230,776,0
1764630205702,1220,788,0
1764630205708,1213,794,0
1764630205715,1207,799,0
1764630205723,1197,806,0
1764630205729,1187,813,0
1764630205729,1180,816,0
1764630205740,1168,820,0
1764630205751,1158,823,0
1764630205756,1144,828,0
1764630205761,1127,835,0
1764630205761,1119,838,0
1764630205778,1108,841,1
1764630205778,1097,849,0
1764630205793,1085,856,0
1764630205793,1078,861,0
1764630205793,1068,867,0
1764630205808,1058,874,0
1764630205822,1051,879,0
1764630205824,1040,887,0
1764630205824,1032,892,0
1764630205840,1023,898,0
1764630205840,1010,903,0
1764630205856,1002,907,0
1764630205856,991,910,0
1764630205856,980,910,0
1764630205872,972,910,0
1764630205872,968,909,0
1764630205888,959,903,0
1764630206165,947,897,0
1764630206181,934,889,0
1764630206181,918,879,0
1764630206181,899,870,1
1764630206197,884,860,1
1764630206197,871,853,1
1764630206213,859,847,1
1764630206220,847,840,1
1764630206228,837,834,1
1764630206228,826,829,1
1764630206244,813,823,1
1764630206244,799,817,1
1764630206244,778,807,1
1764630206260,761,798,1
1764630206260,750,794,1
1764630206276,731,786,1
1764630206276,713,776,1
1764630206292,701,772,1
1764630206292,692,768,1
1764630206309,681,762,1
1764630206310,666,753,0
1764630206323,659,749,0
1764630206323,649,742,0
1764630206323,643,736,0
1764630206339,637,731,0
1764630206339,629,725,0
1764630206356,622,715,0
1764630206356,615,706,0
1764630206370,609,699,0
1764630206370,600,689,0
1764630206386,581,669,0
1764630206388,569,654,0
1764630206388,554,632,0
1764630206680,555,617,0
1764630206687,557,604,0
1764630206694,561,588,0
1764630206694,564,575,0
1764630206710,569,561,0
1764630206710,572,547,1
1764630206726,576,535,1
1764630206726,578,523,1
1764630206726,580,511,1
1764630206742,582,496,1
1764630206742,584,479,1
1764630206758,584,462,1
1764630206758,584,443,1
1764630206774,585,428,1
1764630206774,586,416,1
1764630206790,587,406,1
1764630206790,587,396,1
1764630206806,587,388,1
1764630206806,587,380,1
1764630206821,587,375,1
1764630206821,587,372,1
1764630206837,587,370,1
1764630206837,587,368,1
1764630206853,587,366,1
1764630207098,610,338,1
1764630207098,641,297,1
1764630207113,666,269,1
1764630207113,689,241,1
1764630207129,708,220,1
1764630207129,723,207,1
1764630207145,738,193,1
1764630207145,749,186,1
1764630207161,755,181,1
1764630207161,758,179,1
1764630207178,762,177,1
1764630207178,764,176,1
1764630207194,765,176,1
1764630207194,766,176,1
1764630207433,793,166,1
1764630207439,823,157,1
1764630207441,850,149,1
1764630207454,876,146,1
1764630207454,904,143,1
1764630207473,932,142,1
1764630207473,956,142,1
1764630207486,970,142,1
1764630207486,983,144,1
1764630207502,994,146,1
1764630207502,1004,148,1
1764630207518,1012,151,0
1764630207518,1019,153,0
1764630207518,1024,155,0
1764630207536,1026,156,0
1764630207536,1028,157,0
1764630207549,1029,157,0
1764630207779,1054,166,0
1764630207795,1068,170,0
1764630207795,1080,175,0
1764630207795,1091,178,0
1764630207811,1102,184,0
1764630207819,1111,188,0
1764630207826,1122,194,0
1764630207826,1132,198,0
1764630207842,1143,203,0
1764630207842,1150,208,0
1764630207842,1158,212,1
1764630207858,1166,217,1
1764630207858,1176,221,1
1764630207874,1183,227,1
